siteid, sensorid, timestamp, value
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",52
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",42
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",59
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",52
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",93
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",29
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",52
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",38
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",99
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",52
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:30:00'}",9
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",48
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",52
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",81
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",45
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",52
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",24
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",74
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",52
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",94
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",96
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",52
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",37
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",89
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",52
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'10:45:00'}",16
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",52
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",52
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",18
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",77
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",52
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",41
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",34
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",52
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",#ERROR#
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",69
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",#ERROR#
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",#INFO#
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",34
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",52
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:00:00'}",55
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",8
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",52
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",26
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",12
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",52
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",76
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",55
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",52
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",143
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",67
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",52
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",-34
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",17
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",52
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:15:00'}",56
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",#ERROR#
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",52
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",#INFO#
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",81
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",52
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",47
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",91
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",52
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",#ERROR#
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",23
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",#INFO#
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",57
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",78
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",52
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:30:00'}",53
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",51
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",53
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",76
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",34
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",53
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",11
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",84
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",53
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",45
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",13
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",53
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",71
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",77
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",53
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'11:45:00'}",68
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",3
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",53
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",#NA#
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",16
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",53
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",52
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",33
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",#INFO#
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",58
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",23
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",53
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",70
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",54
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",53
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:00:00'}",45
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",-20
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",#ERROR#
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",77
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",74
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",53
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",155
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",-27
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",53
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",83
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",45
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",#ERROR#
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",2
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",13
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",53
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:15:00'}",80
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",4
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",53
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",26
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",58
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",#INFO#
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",69
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",63
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",53
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",78
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",36
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",53
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",97
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",85
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",53
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:30:00'}",5
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",89
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",53
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",27
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",55
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",53
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",72
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",67
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",#ERROR#
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",80
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",8
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",#ERROR#
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",50
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",95
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",53
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'12:45:00'}",76
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",24
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",54
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",94
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",11
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",54
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",29
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",73
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",54
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",53
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",99
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",54
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",83
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",52
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",54
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:00:00'}",29
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",36
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",54
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",74
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",74
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",54
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",86
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",50
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",54
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",70
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",69
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",54
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",14
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",36
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",54
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:15:00'}",2
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",56
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",54
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",79
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",81
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",54
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",29
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",99
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",54
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",#ERROR#
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",1
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",54
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",21
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",47
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",54
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:30:00'}",-44
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",#INFO#
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",54
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",75
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",23
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",54
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",79
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",20
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",54
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",19
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",8
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",54
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",18
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",7
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",54
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'13:45:00'}",21
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",48
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",54
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",80
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",21
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",54
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",8
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",20
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",#ERROR#
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",77
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",75
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",-54
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",2
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",65
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",54
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:00:00'}",32
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",27
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",#NA#
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",90
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",16
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",55
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",42
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",52
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",55
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",64
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",78
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",55
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",47
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",18
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",55
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:15:00'}",18
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",47
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",-25
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",-87
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",22
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",55
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",59
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",55
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",-79
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",93
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",82
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",#INFO#
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",87
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",#INFO#
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",55
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:30:00'}",35
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",68
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",65
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",66
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",10
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",31
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",51
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",19
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",#ERROR#
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",28
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",55
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'14:45:00'}",90
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",20
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",55
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",#ERROR#
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",51
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",#NA#
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",57
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",77
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",55
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",34
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",#INFO#
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",55
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",38
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",85
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",55
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:00:00'}",98
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",64
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",55
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",80
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",1
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",55
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",1
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",12
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",55
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",90
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",62
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",55
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",32
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",20
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",55
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:15:00'}",12
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",76
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",56
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",88
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",64
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",141
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",-70
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",8
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",56
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",9
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",31
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",56
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",100
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",13
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",56
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:30:00'}",80
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",6
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",#NA#
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",43
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",92
2,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",56
2,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",85
3,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",75
3,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",56
3,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",37
4,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",81
4,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",56
4,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",54
5,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",63
5,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",56
5,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'15:45:00'}",81
1,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'16:00:00'}",44
1,2,"{'Day':03,'Month':'Sep','Year':2018,'Time':'16:00:00'}",56
1,3,"{'Day':03,'Month':'Sep','Year':2018,'Time':'16:00:00'}",42
2,1,"{'Day':03,'Month':'Sep','Year':2018,'Time':'16:00:00'}",85
